ImageName,PredX,PredY,GT_X_512,GT_Y_512,Error_px,Success
IDRiD_200,137,244,138.626865671642,246.292134831461,2.8107959725248,1
IDRiD_127,145,245,143.044776119403,247.011235955056,2.8049902834355,1
IDRiD_279,85,213,83.5820895522388,215.370786516854,2.76244434267313,1
IDRiD_088,147,208,148.89552238806,209.977528089888,2.73927407718363,1
IDRiD_283,337,211,339.10447761194,212.674157303371,2.68916877409873,1
IDRiD_039,368,227,369.910447761194,228.85393258427,2.6621188319209,1
IDRiD_321,358,214,357.850746268657,216.629213483146,2.63344645213775,1
IDRiD_062,327,268,327.402985074627,270.561797752809,2.59329996272492,1
IDRiD_336,125,192,122.507462686567,192.359550561798,2.51833652742124,1
IDRiD_015,115,225,114.865671641791,227.415730337079,2.41946216529651,1
IDRiD_307,339,269,341.253731343284,269.842696629213,2.40612605168277,1
IDRiD_079,85,213,82.6268656716418,213.393258426966,2.40549760565505,1
IDRiD_163,97,327,95.1641791044776,325.752808988764,2.21939716566106,1
IDRiD_399,345,215,347.10447761194,214.651685393258,2.13310784641271,1
IDRiD_295,132,273,130.149253731343,273.977528089888,2.09304154699951,1
IDRiD_341,366,238,367.283582089552,239.640449438202,2.08294439194072,1
IDRiD_258,138,236,136.358208955224,236.943820224719,1.8937461422524,1
IDRiD_073,104,235,105.074626865672,236.224719101124,1.62934335763835,1
IDRiD_237,159,215,157.850746268657,216.089887640449,1.58386843134489,1
IDRiD_210,352,222,352.477611940299,223.460674157303,1.53677654827552,1
IDRiD_400,123,228,123.34328358209,226.696629213483,1.34782010108094,1
IDRiD_370,382,219,382.44776119403,220.044943820225,1.1368366964102,1
IDRiD_166,128,210,126.925373134328,209.977528089888,1.07486179910134,1
IDRiD_065,351,230,351.164179104478,230.831460674157,0.84751497391914,1
IDRiD_084,146,244,145.313432835821,243.595505617978,0.796862708386263,1
IDRiD_123,106,219,106.388059701493,218.786516853933,0.4429056170081,1
